gray_value,original_count,equalized_count
138,0.000000,0.004160
139,0.000827,0.002432
140,0.000732,0.000000
141,0.000000,0.006426
142,0.001735,0.000000
143,0.000000,0.000000
144,0.000778,0.000000
145,0.000000,0.000000
146,0.000941,0.000000
147,0.000703,0.000000
148,0.000000,0.029766
149,0.001589,0.000000
150,0.000000,0.000000
151,0.000710,0.000000
152,0.000000,0.000000
153,0.000000,0.000000
154,0.001380,0.000000
155,0.000000,0.000000
156,0.001423,0.000000
157,0.000000,0.000000
158,0.001891,0.039824
159,0.000000,0.000000
160,0.000000,0.000000
161,0.000713,0.000000
162,0.000000,0.000000
163,0.001732,0.000000
164,0.000000,0.000000
165,0.001344,0.000000
166,0.000000,0.000000
167,0.000000,0.000000
168,0.000557,0.000000
169,0.000000,0.042272
170,0.001299,0.000000
171,0.000000,0.000000
172,0.000885,0.000000
173,0.000755,0.000000
174,0.000000,0.000000
175,0.001286,0.000000
176,0.000000,0.000000
177,0.001387,0.000000
178,0.000000,0.000000
179,0.000798,0.000000
180,0.000915,0.000000
181,0.001077,0.045804
182,0.001064,0.000000
183,0.000488,0.000000
184,0.002412,0.000000
185,0.001045,0.000000
186,0.000628,0.000000
187,0.001237,0.000000
188,0.000713,0.000000
189,0.001074,0.000000
190,0.001120,0.000000
191,0.001172,0.039443
192,0.000531,0.000000
193,0.001201,0.000000
194,0.001035,0.000000
195,0.000426,0.000000
196,0.001374,0.000000
197,0.001071,0.000000
198,0.001924,0.000000
199,0.000771,0.000000
200,0.000736,0.036117
201,0.001458,0.000000
202,0.000723,0.000000
203,0.001149,0.000000
204,0.000599,0.000000
205,0.000492,0.020557
206,0.000693,0.000000
207,0.001198,0.000000
208,0.001022,0.000000
209,0.000703,0.015674
210,0.002119,0.000635
211,0.000465,0.000000
212,0.000781,0.000000
213,0.001416,0.000000
214,0.000482,0.017786
215,0.000954,0.000000
216,0.001354,0.008512
217,0.000000,0.004466
218,0.000951,0.000000
219,0.001227,0.005560
220,0.000788,0.004001
221,0.000537,0.004320
222,0.001468,0.005130
223,0.000785,0.003112
224,0.002298,0.005273
225,0.000000,0.004147
226,0.000544,0.001702
227,0.000000,0.006110
228,0.000000,0.001618
229,0.000000,0.003203
230,0.000000,0.004840
231,0.000000,0.003132
232,0.000000,0.004648
233,0.000000,0.005853
234,0.000000,0.003281
235,0.000000,0.004089
236,0.000000,0.004297
237,0.000000,0.004092
238,0.000000,0.003245
239,0.000000,0.003942
240,0.000000,0.004694
241,0.000000,0.003789
242,0.000000,0.003496
243,0.000000,0.004385
244,0.000000,0.002630
245,0.000000,0.005322
246,0.000000,0.002907
247,0.000000,0.004365
248,0.000000,0.004368
249,0.000000,0.003688
250,0.000000,0.004131
251,0.000000,0.003844
252,0.000000,0.004098
253,0.000000,0.003532
254,0.000000,0.003577
255,0.000000,0.002842
