gray_value,original_count,equalized_count
246,0.000000,0.003304
247,0.000000,0.006260
248,0.000000,0.004017
249,0.000000,0.002223
250,0.000000,0.005270
251,0.000000,0.000000
252,0.000000,0.007607
253,0.000000,0.000000
254,0.000000,0.007210
255,0.000000,0.003688
