gray_value,original_count,equalized_count
147,0.004043,0.000000
148,0.000000,0.012018
149,0.007965,0.004782
150,0.000000,0.005306
151,0.002633,0.000000
152,0.000000,0.006608
153,0.000000,0.004873
154,0.010687,0.000000
155,0.000000,0.000000
156,0.005560,0.011419
157,0.000000,0.000000
158,0.003903,0.000000
159,0.000000,0.009997
160,0.000000,0.004889
161,0.006637,0.000000
162,0.000000,0.008040
163,0.002269,0.000000
164,0.000000,0.009382
165,0.004014,0.000000
166,0.000000,0.007585
167,0.000000,0.004893
168,0.005827,0.000000
169,0.000000,0.000000
170,0.003555,0.009414
171,0.000000,0.005156
172,0.002347,0.000000
173,0.001406,0.007995
174,0.000000,0.000000
175,0.004235,0.008835
176,0.000000,0.000000
177,0.003880,0.004902
178,0.000000,0.005547
179,0.002536,0.000000
180,0.005173,0.000000
181,0.004300,0.011676
182,0.002897,0.004974
183,0.004391,0.000000
184,0.005970,0.005736
185,0.002087,0.006322
186,0.004128,0.000000
187,0.005326,0.000000
188,0.002217,0.010957
189,0.002279,0.002731
190,0.006540,0.000000
191,0.003597,0.000000
192,0.001875,0.011689
193,0.003659,0.000000
194,0.004857,0.007637
195,0.001755,0.005205
196,0.005573,0.004043
197,0.001943,0.000000
198,0.005228,0.007965
199,0.001924,0.002633
200,0.004069,0.000000
201,0.005609,0.000000
202,0.001794,0.010687
203,0.003132,0.005560
204,0.004154,0.003903
205,0.001794,0.000000
206,0.001654,0.008906
207,0.004225,0.004014
208,0.003590,0.000000
209,0.001953,0.005827
210,0.005514,0.005902
211,0.001748,0.001406
212,0.003262,0.004235
213,0.004014,0.006416
214,0.001937,0.000000
215,0.003402,0.005173
216,0.004196,0.004300
217,0.003923,0.002897
218,0.003594,0.004391
219,0.004098,0.005970
220,0.001709,0.002087
221,0.003571,0.004128
222,0.004056,0.005326
223,0.002301,0.004495
224,0.005986,0.000000
225,0.002038,0.006540
226,0.000000,0.005472
227,0.000000,0.003659
228,0.000000,0.000000
229,0.000000,0.006611
230,0.000000,0.005573
231,0.000000,0.001943
232,0.000000,0.005228
233,0.000000,0.001924
234,0.000000,0.004069
235,0.000000,0.005609
236,0.000000,0.004925
237,0.000000,0.000000
238,0.000000,0.007601
239,0.000000,0.004225
240,0.000000,0.003590
241,0.000000,0.001953
242,0.000000,0.005514
243,0.000000,0.001748
244,0.000000,0.003262
245,0.000000,0.005951
246,0.000000,0.003402
247,0.000000,0.004196
248,0.000000,0.003923
249,0.000000,0.003594
250,0.000000,0.005807
251,0.000000,0.003571
252,0.000000,0.004056
253,0.000000,0.002301
254,0.000000,0.005986
255,0.000000,0.002038
